complaint_id,text,category,priority,sentiment,resolution_time,cleaned_text
16710,Product stopped working,Product,Medium,-0.6189455587244781,49,product stopped working
16711,Box was broken,Packaging,Medium,0.203426579197274,19,box broken
16712,Damaged packaging,Packaging,High,-0.0549383863828938,29,damaged packaging
16713,Need bulk order details,Trade,Low,0.5481741677367991,13,need bulk order detail
16714,Need bulk order details,Trade,Low,-0.7566831139594254,19,need bulk order detail
16715,Damaged packaging,Packaging,Low,-0.1702489195008234,3,damaged packaging
16716,Defective item received,Product,High,0.076488244757586,65,defective item received
16717,Need bulk order details,Trade,High,0.6103551475303837,21,need bulk order detail
16718,Inquiry about pricing,Trade,Medium,-0.6933556604941169,68,inquiry pricing
16719,Need bulk order details,Trade,Medium,-0.155981854111056,47,need bulk order detail
16720,Product malfunctioning,Product,Medium,0.517610613252176,17,product malfunctioning
16721,Need bulk order details,Trade,Low,0.6743003192839134,56,need bulk order detail
16722,Damaged packaging,Packaging,High,-0.0323116823605171,48,damaged packaging
16723,Product stopped working,Product,High,-0.0662039543286616,52,product stopped working
16724,Damaged packaging,Packaging,Low,-0.6047992359977283,31,damaged packaging
16725,Product malfunctioning,Product,Low,0.1251283577768893,16,product malfunctioning
16726,Defective item received,Product,Low,-0.6752176534153853,56,defective item received
16727,Defective item received,Product,High,0.441570105050969,9,defective item received
16728,Product stopped working,Product,Medium,0.2488141710473681,29,product stopped working
16729,Defective item received,Product,Low,-0.1001168784075672,61,defective item received
16730,Product stopped working,Product,Low,-0.9383605098008628,60,product stopped working
16731,Product stopped working,Product,High,-0.6124093910674522,13,product stopped working
16732,Box was broken,Packaging,Medium,0.6707489181992956,40,box broken
16733,Poor packaging quality,Packaging,Low,-0.6567693277678122,35,poor packaging quality
16734,Product stopped working,Product,Low,0.360372795610242,66,product stopped working
16735,Inquiry about pricing,Trade,Medium,0.3525756053597244,11,inquiry pricing
16736,Product stopped working,Product,Low,0.6279728352929939,24,product stopped working
16737,Defective item received,Product,High,0.0169596128673423,17,defective item received
16738,Inquiry about pricing,Trade,High,0.5355417986776647,45,inquiry pricing
16739,Poor packaging quality,Packaging,Medium,0.7032136713956685,14,poor packaging quality
16740,Defective item received,Product,Low,0.4433946666263419,69,defective item received
16741,Damaged packaging,Packaging,High,0.2311879116637694,6,damaged packaging
16742,Trade-related query,Trade,High,-0.1325662898653665,11,traderelated query
16743,Product malfunctioning,Product,Low,-0.6410524349582463,29,product malfunctioning
16744,Trade-related query,Trade,Low,-0.4583946058218366,27,traderelated query
16745,Inquiry about pricing,Trade,Low,0.0363271806856002,61,inquiry pricing
16746,Trade-related query,Trade,Low,-0.2569716844007308,43,traderelated query
16747,Inquiry about pricing,Trade,Low,0.974864294603078,72,inquiry pricing
16748,Defective item received,Product,Medium,0.733946970475682,28,defective item received
16749,Need bulk order details,Trade,Low,-0.845749044905661,52,need bulk order detail
16750,Defective item received,Product,High,0.5116101160640623,70,defective item received
16751,Inquiry about pricing,Trade,Low,-0.8624551395931106,21,inquiry pricing
16752,Product stopped working,Product,Low,-0.718095840854106,25,product stopped working
16753,Need bulk order details,Trade,High,0.1642292446795474,48,need bulk order detail
16754,Inquiry about pricing,Trade,High,-0.895741594965719,18,inquiry pricing
16755,Trade-related query,Trade,High,-0.6742781313804105,31,traderelated query
16756,Product stopped working,Product,High,0.0522667750667737,9,product stopped working
16757,Trade-related query,Trade,Low,-0.6450776198947019,55,traderelated query
16758,Inquiry about pricing,Trade,High,0.905269608258826,34,inquiry pricing
16759,Damaged packaging,Packaging,Low,0.148510257798764,2,damaged packaging
16760,Inquiry about pricing,Trade,Medium,0.4564332644333353,56,inquiry pricing
16761,Product stopped working,Product,Low,0.5303371119189886,39,product stopped working
16762,Damaged packaging,Packaging,High,0.8104306142696629,61,damaged packaging
16763,Defective item received,Product,High,0.1070199667050231,50,defective item received
16764,Poor packaging quality,Packaging,High,0.6943462201389203,24,poor packaging quality
16765,Product stopped working,Product,Low,0.3533136792547802,12,product stopped working
16766,Damaged packaging,Packaging,High,-0.5891501376252382,47,damaged packaging
16767,Product stopped working,Product,Low,-0.8121714651435767,30,product stopped working
16768,Need bulk order details,Trade,High,0.841970658307087,18,need bulk order detail
16769,Defective item received,Product,High,-0.1797404209749444,58,defective item received
16770,Damaged packaging,Packaging,Low,0.0088427818648468,27,damaged packaging
16771,Poor packaging quality,Packaging,High,0.5794380331885507,38,poor packaging quality
16772,Box was broken,Packaging,Low,0.2526512781367074,65,box broken
16773,Defective item received,Product,Low,-0.0398132469031382,51,defective item received
16774,Product malfunctioning,Product,Medium,0.4468801582571016,53,product malfunctioning
16775,Inquiry about pricing,Trade,Medium,0.8281599036640119,70,inquiry pricing
16776,Product stopped working,Product,Low,-0.476410856595445,15,product stopped working
16777,Need bulk order details,Trade,Medium,-0.3660086562801343,56,need bulk order detail
16778,Damaged packaging,Packaging,Medium,-0.0450912662949576,63,damaged packaging
16779,Box was broken,Packaging,Low,0.2497018740085601,51,box broken
16780,Product stopped working,Product,Medium,0.1219981748017442,64,product stopped working
16781,Inquiry about pricing,Trade,High,0.5116675905917083,15,inquiry pricing
16782,Damaged packaging,Packaging,Low,-0.2279494259901662,33,damaged packaging
16783,Product malfunctioning,Product,Low,-0.0147550794274589,11,product malfunctioning
16784,Box was broken,Packaging,Medium,-0.1639545272570235,2,box broken
16785,Box was broken,Packaging,High,0.5177446566589341,16,box broken
16786,Damaged packaging,Packaging,Low,0.928825176952855,46,damaged packaging
16787,Need bulk order details,Trade,Medium,-0.7189060804422052,25,need bulk order detail
16788,Poor packaging quality,Packaging,Medium,0.5360488377744013,72,poor packaging quality
16789,Inquiry about pricing,Trade,High,0.4765959412105143,15,inquiry pricing
16790,Trade-related query,Trade,Medium,0.8684915314332529,63,traderelated query
16791,Defective item received,Product,Low,-0.5225625754500443,22,defective item received
16792,Trade-related query,Trade,Medium,-0.412683293968392,25,traderelated query
16793,Defective item received,Product,Medium,0.4941011189894535,9,defective item received
16794,Trade-related query,Trade,Low,-0.3027542165768331,17,traderelated query
16795,Inquiry about pricing,Trade,Medium,-0.0557486592721727,31,inquiry pricing
16796,Poor packaging quality,Packaging,High,0.8317555768783309,35,poor packaging quality
16797,Poor packaging quality,Packaging,High,-0.0376351377184929,46,poor packaging quality
16798,Box was broken,Packaging,Low,0.6431100902370701,54,box broken
16799,Poor packaging quality,Packaging,Low,-0.5945319165283767,40,poor packaging quality
16800,Product stopped working,Product,Medium,-0.3115318833647564,31,product stopped working
16801,Product malfunctioning,Product,Medium,-0.2986284702588726,42,product malfunctioning
16802,Product stopped working,Product,Medium,0.3062732841315905,15,product stopped working
16803,Trade-related query,Trade,Medium,0.1492982220068595,17,traderelated query
16804,Box was broken,Packaging,Medium,0.9530492638305232,53,box broken
16805,Inquiry about pricing,Trade,Medium,0.2750968115943342,5,inquiry pricing
16806,Product stopped working,Product,High,-0.6353124416045441,14,product stopped working
16807,Inquiry about pricing,Trade,Medium,-0.860867721027667,61,inquiry pricing
16808,Poor packaging quality,Packaging,Low,0.4897814208996993,46,poor packaging quality
16809,Defective item received,Product,High,-0.4367658569363988,16,defective item received
16810,Box was broken,Packaging,High,0.0117989663564637,57,box broken
16811,Product stopped working,Product,Low,0.8152055053177776,4,product stopped working
16812,Inquiry about pricing,Trade,Medium,0.1434563143578788,8,inquiry pricing
16813,Product stopped working,Product,Low,0.731382285258533,13,product stopped working
16814,Box was broken,Packaging,High,0.4140734729624138,43,box broken
16815,Product malfunctioning,Product,High,-0.0208766635855532,11,product malfunctioning
16816,Trade-related query,Trade,High,0.4385660913367286,57,traderelated query
16817,Inquiry about pricing,Trade,High,-0.6656992685560743,22,inquiry pricing
16818,Need bulk order details,Trade,Low,-0.3326851259686489,36,need bulk order detail
16819,Box was broken,Packaging,Medium,0.1056559095460991,41,box broken
16820,Inquiry about pricing,Trade,Low,-0.2038058028166858,44,inquiry pricing
16821,Product stopped working,Product,Medium,-0.761440208350741,26,product stopped working
16822,Poor packaging quality,Packaging,High,-0.0799337216977316,5,poor packaging quality
16823,Poor packaging quality,Packaging,Low,0.5279055985788259,46,poor packaging quality
16824,Need bulk order details,Trade,Medium,-0.0939058820199496,6,need bulk order detail
16825,Box was broken,Packaging,Medium,0.8241309412640558,11,box broken
16826,Trade-related query,Trade,Medium,-0.4059293376529858,21,traderelated query
16827,Trade-related query,Trade,High,0.0043811688297945,67,traderelated query
16828,Defective item received,Product,Medium,0.2671091543399468,60,defective item received
16829,Product stopped working,Product,Medium,-0.4101803735507601,17,product stopped working
16830,Poor packaging quality,Packaging,Low,-0.5387716865191008,72,poor packaging quality
16831,Need bulk order details,Trade,High,0.3887331167818515,61,need bulk order detail
16832,Poor packaging quality,Packaging,Low,0.5606646173224061,64,poor packaging quality
16833,Product malfunctioning,Product,Low,0.9708439813660832,34,product malfunctioning
16834,Box was broken,Packaging,Medium,-0.6747417705227106,59,box broken
16835,Poor packaging quality,Packaging,Low,0.1371442196565433,42,poor packaging quality
16836,Product malfunctioning,Product,High,-0.3708107313229241,58,product malfunctioning
16837,Product stopped working,Product,Medium,0.438561818183151,54,product stopped working
16838,Need bulk order details,Trade,High,-0.6106689538706631,55,need bulk order detail
16839,Poor packaging quality,Packaging,High,0.096556035183726,65,poor packaging quality
16840,Poor packaging quality,Packaging,High,0.4987222599924004,63,poor packaging quality
16841,Damaged packaging,Packaging,High,-0.8180778407884866,54,damaged packaging
16842,Damaged packaging,Packaging,Low,-0.6214383130927563,71,damaged packaging
16843,Inquiry about pricing,Trade,Low,-0.1946594786109243,50,inquiry pricing
16844,Damaged packaging,Packaging,Medium,-0.3825922091340359,20,damaged packaging
16845,Defective item received,Product,Medium,0.2718155916357394,21,defective item received
16846,Product stopped working,Product,Low,-0.1911749866343037,12,product stopped working
16847,Inquiry about pricing,Trade,High,0.3724977399601261,45,inquiry pricing
16848,Trade-related query,Trade,Low,0.3718272047210011,17,traderelated query
16849,Trade-related query,Trade,High,-0.5769538284431845,24,traderelated query
16850,Need bulk order details,Trade,Medium,-0.7412036334211782,50,need bulk order detail
16851,Trade-related query,Trade,Low,-0.346678460762009,40,traderelated query
16852,Trade-related query,Trade,High,-0.8085638769063126,45,traderelated query
16853,Need bulk order details,Trade,High,-0.5454206669158985,45,need bulk order detail
16854,Inquiry about pricing,Trade,Medium,0.5939025265270661,68,inquiry pricing
16855,Box was broken,Packaging,High,0.7745657358957934,58,box broken
16856,Product malfunctioning,Product,Medium,0.1697586845798142,45,product malfunctioning
16857,Defective item received,Product,Medium,0.3457244904154097,41,defective item received
16858,Box was broken,Packaging,High,0.2657096582894303,28,box broken
16859,Damaged packaging,Packaging,High,0.3487547844788858,11,damaged packaging
16860,Damaged packaging,Packaging,Medium,-0.4744441820350471,33,damaged packaging
16861,Inquiry about pricing,Trade,Medium,0.7064305373024575,8,inquiry pricing
16862,Product malfunctioning,Product,Medium,-0.4433303655019909,6,product malfunctioning
16863,Product malfunctioning,Product,High,0.9813376887966292,18,product malfunctioning
16864,Box was broken,Packaging,Low,-0.549265721747231,52,box broken
16865,Box was broken,Packaging,Low,0.7747353758316975,7,box broken
